virus	Sample_id	Background	Viral load	mean_depth	median_depth	min	max	LQ	UQ	mapper	type
Zika_virus	F	p6	100000	32874.10619065011	31362.5	0	98537	26559	37378.5	bowtie2	nodedup_TE
Human_adenovirus_40	G	p2	100	1.1866422423819494	1	0	14	0	2	bowtie2	nodedup_TE
Human_betaherpesvirus	G	p2	100	3.21239649935507	2	0	33	1	5	bowtie2	nodedup_TE
Human_respiratory_syncytial_virus	G	p2	100	6.146375098502758	4	0	45	2	8	bowtie2	nodedup_TE
Influenza_B_virus	G	p2	100	8.030875258442453	7	0	40	3	12	bowtie2	nodedup_TE
Mammalian_orthoreovirus3	G	p2	100	8.279723266142808	7	0	30	4	12	bowtie2	nodedup_TE
Zika_virus	G	p2	100	7.843864134404675	7	0	26	4	11	bowtie2	nodedup_TE
Human_adenovirus_40	H	p8	100	78.7909106769016	63	0	504	38	98	bowtie2	nodedup_TE
Human_betaherpesvirus	H	p8	100	200.35201083665044	156	0	2145	99	248	bowtie2	nodedup_TE
Human_respiratory_syncytial_virus	H	p8	100	453.5959416863672	321	0	1750	138	675	bowtie2	nodedup_TE
Influenza_B_virus	H	p8	100	528.5301860785665	428	0	1915	250	774	bowtie2	nodedup_TE
Mammalian_orthoreovirus3	H	p8	100	739.9373505295524	666	0	2557	446	956	bowtie2	nodedup_TE
Zika_virus	H	p8	100	562.1275566106647	547	0	1254	420	694.25	bowtie2	nodedup_TE
Human_adenovirus_40	I	p6	100	700.4742963479879	603	21	3292	423	826	bowtie2	nodedup_TE
Human_betaherpesvirus	I	p6	100	1715.9751043674848	1366	53	19038	1067	1917	bowtie2	nodedup_TE
Human_respiratory_syncytial_virus	I	p6	100	3307.435185185185	2670.5	0	14240	1020	4751.25	bowtie2	nodedup_TE
Influenza_B_virus	I	p6	100	4254.170916609235	3686	3	12963	2560.25	5849	bowtie2	nodedup_TE
Mammalian_orthoreovirus3	I	p6	100	5287.764477280492	5309.5	0	18330	3255.75	7007.25	bowtie2	nodedup_TE
Zika_virus	I	p6	100	4220.910701241783	4142.5	0	6839	3619	4906	bowtie2	nodedup_TE
Human_adenovirus_40	J	p8	1000	29.056641079320773	24	0	151	16	35	bowtie2	nodedup_TE
Human_betaherpesvirus	J	p8	1000	70.23311280934614	56	0	777	41	80	bowtie2	nodedup_TE
Human_respiratory_syncytial_virus	J	p8	1000	131.48469923824533	109	0	577	44	198	bowtie2	nodedup_TE
Influenza_B_virus	J	p8	1000	165.56381805651276	147	0	465	97	226	bowtie2	nodedup_TE
Mammalian_orthoreovirus3	J	p8	1000	197.32144687393236	189	0	479	123	269	bowtie2	nodedup_TE
Zika_virus	J	p8	1000	174.26753104455807	177	0	302	147	206	bowtie2	nodedup_TE
Human_adenovirus_40	K	p8	100000	14327.815364038148	12273.5	507	70226	8799	16754.5	bowtie2	nodedup_TE
Human_betaherpesvirus	K	p8	100000	35813.61404603728	28531	1019	371670	22419	39914	bowtie2	nodedup_TE
Human_respiratory_syncytial_virus	K	p8	100000	54413.47734436564	46234.5	1	236573	19934.75	77726.75	bowtie2	nodedup_TE
Influenza_B_virus	K	p8	100000	70298.2422467264	62053	106	197329	44252.25	95592.25	bowtie2	nodedup_TE
Mammalian_orthoreovirus3	K	p8	100000	90815.65134950461	85565.5	0	225728	56318.75	122483.75	bowtie2	nodedup_TE
Zika_virus	K	p8	100000	74414.93060628195	73980	0	118206	64520.75	85919	bowtie2	nodedup_TE
Human_adenovirus_40	L	p2	100000	565.3282740172133	497	15	2103	352	675	bowtie2	nodedup_TE
Human_betaherpesvirus	L	p2	100000	1333.3728565946847	1045	29	11977	784	1521	bowtie2	nodedup_TE
Human_respiratory_syncytial_virus	L	p2	100000	3072.209679537694	2542	0	12213	1242	4401	bowtie2	nodedup_TE
Influenza_B_virus	L	p2	100000	3665.828600964852	3142	0	11850	2096.25	5056	bowtie2	nodedup_TE
Mammalian_orthoreovirus3	L	p2	100000	3992.2617014007515	3709.5	0	13697	2492	5329.25	bowtie2	nodedup_TE
Zika_virus	L	p2	100000	3004.6359569028486	3018	0	5645	2521	3517	bowtie2	nodedup_TE
Human_adenovirus_40	M	p2	1000	224.3096359618516	194	0	1245	134	268	bowtie2	nodedup_TE
Human_betaherpesvirus	M	p2	1000	539.2402971757211	432	12	6163	327	610	bowtie2	nodedup_TE
Human_respiratory_syncytial_virus	M	p2	1000	1081.8874441817704	795	0	4467	327	1665.25	bowtie2	nodedup_TE
Influenza_B_virus	M	p2	1000	1273.915299793246	1121	0	3884	704	1790	bowtie2	nodedup_TE
Mammalian_orthoreovirus3	M	p2	1000	2161.697941578408	2090	0	5555	1329	2843	bowtie2	nodedup_TE
Zika_virus	M	p2	1000	1475.3074324324325	1452	0	2604	1210.75	1792	bowtie2	nodedup_TE
Human_adenovirus_40	N	p2	100000	11109.728454291695	9665.5	357	49982	6704	13252	bowtie2	nodedup_TE
Human_betaherpesvirus	N	p2	100000	25120.015432055956	19866	590	306353	15174	28469.5	bowtie2	nodedup_TE
Human_respiratory_syncytial_virus	N	p2	100000	49186.64690044655	39788	16	208588	17310.5	71424	bowtie2	nodedup_TE
Influenza_B_virus	N	p2	100000	62153.71240523777	53115.5	26	195564	36193.75	86760.75	bowtie2	nodedup_TE
Mammalian_orthoreovirus3	N	p2	100000	105599.4705329689	102150	0	287517	67824.75	137080.75	bowtie2	nodedup_TE
Zika_virus	N	p2	100000	65744.56638056975	64871	0	114590	54900	78065.75	bowtie2	nodedup_TE
Human_adenovirus_40	O	p8	100	4.888665968829961	3	0	41	2	6	bowtie2	nodedup_TE
Human_betaherpesvirus	O	p8	100	9.669745680827356	7	0	145	4	12	bowtie2	nodedup_TE
Human_respiratory_syncytial_virus	O	p8	100	19.458169162069872	16	0	90	7	29	bowtie2	nodedup_TE
Influenza_B_virus	O	p8	100	20.755616815988972	18	0	95	12	28	bowtie2	nodedup_TE
Mammalian_orthoreovirus3	O	p8	100	26.952212162623848	25	0	79	15	38	bowtie2	nodedup_TE
Zika_virus	O	p8	100	24.656409788166545	24	0	55	19	31	bowtie2	nodedup_TE
Human_adenovirus_40	P	p2	1000	773.644888346127	637	36	3627	444	946	bowtie2	nodedup_TE
Human_betaherpesvirus	P	p2	1000	1816.710221309922	1431	47	21377	1073	2082	bowtie2	nodedup_TE
Human_respiratory_syncytial_virus	P	p2	1000	3856.489624376149	3209	0	16927	1335	5528	bowtie2	nodedup_TE
Influenza_B_virus	P	p2	1000	4609.461474844935	4118.5	0	14702	2663	6171.75	bowtie2	nodedup_TE
Mammalian_orthoreovirus3	P	p2	1000	7497.315040997609	7259	0	21565	4731	9704	bowtie2	nodedup_TE
Zika_virus	P	p2	1000	4738.425310445581	4773	0	9202	3911	5537.25	bowtie2	nodedup_TE
