virus	Sample_id	Background	Viral load	mean_depth	median_depth	min	max	LQ	UQ	mapper	type
Human_betaherpesvirus	O	p8	100	5.554879035427156	5	0	58	3	7	bowtie2	dedup_TE
Human_respiratory_syncytial_virus	O	p8	100	11.962897294457578	9	0	44	4	19	bowtie2	dedup_TE
Influenza_B_virus	O	p8	100	12.925086147484494	12	0	43	8	17	bowtie2	dedup_TE
Mammalian_orthoreovirus3	O	p8	100	21.365177656303384	20	0	55	12	30	bowtie2	dedup_TE
Zika_virus	O	p8	100	16.72808619430241	17	0	35	13	21	bowtie2	dedup_TE
Human_adenovirus_40	P	p2	1000	84.26538148406607	82	3	170	71	96	bowtie2	dedup_TE
Human_betaherpesvirus	P	p2	1000	88.34929242775179	81	5	575	66	101	bowtie2	dedup_TE
Human_respiratory_syncytial_virus	P	p2	1000	209.0021013921723	163	0	864	78	315	bowtie2	dedup_TE
Influenza_B_virus	P	p2	1000	238.82288077188147	233	0	657	165	311	bowtie2	dedup_TE
Mammalian_orthoreovirus3	P	p2	1000	663.7121626238469	691	0	1052	584	790.25	bowtie2	dedup_TE
Zika_virus	P	p2	1000	272.0071219868517	271	0	528	238	309	bowtie2	dedup_TE
